age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
31,management,single,tertiary,no,3142,yes,no,cellular,18,nov,235,1,123,1,failure,no
53,retired,married,secondary,no,1139,yes,no,cellular,18,nov,180,1,186,6,failure,no
48,blue-collar,married,primary,no,214,yes,yes,cellular,18,nov,246,1,162,1,failure,no
34,blue-collar,married,secondary,no,1412,yes,yes,cellular,18,nov,149,1,175,2,failure,no
35,technician,married,secondary,no,2019,yes,yes,cellular,18,nov,83,2,144,1,failure,no
52,management,married,tertiary,no,1295,yes,no,cellular,18,nov,121,1,123,1,other,no
31,management,married,tertiary,no,1164,yes,yes,cellular,18,nov,141,2,123,3,failure,no
36,management,married,tertiary,no,369,no,no,cellular,18,nov,193,4,102,2,failure,no
45,blue-collar,married,secondary,no,17,yes,no,cellular,18,nov,66,1,152,14,failure,no
31,admin.,married,secondary,no,355,yes,no,cellular,18,nov,530,1,193,1,failure,no
35,services,married,secondary,no,66,yes,no,cellular,18,nov,110,1,123,1,other,no
51,self-employed,married,primary,no,106,yes,no,telephone,18,nov,366,3,110,2,failure,no
56,retired,married,tertiary,no,839,no,yes,cellular,18,nov,630,1,187,2,other,no
43,management,married,secondary,no,481,yes,no,telephone,18,nov,164,1,110,2,other,no
30,technician,married,secondary,no,-306,yes,yes,cellular,18,nov,372,1,186,1,failure,no
44,services,married,secondary,no,1106,yes,no,telephone,19,nov,178,5,119,11,failure,no
41,entrepreneur,married,tertiary,no,171,yes,no,cellular,19,nov,209,1,191,4,failure,no
58,self-employed,married,tertiary,no,8014,yes,no,cellular,19,nov,697,2,184,3,failure,no
55,blue-collar,divorced,secondary,no,4053,no,no,cellular,19,nov,113,1,166,2,failure,no
32,admin.,single,tertiary,no,1583,yes,no,cellular,19,nov,100,1,182,1,failure,no
42,services,married,tertiary,no,412,yes,no,telephone,19,nov,142,4,169,5,failure,no
30,management,married,tertiary,no,314,no,no,cellular,19,nov,364,2,175,2,success,no
37,technician,married,secondary,no,7957,no,no,cellular,19,nov,706,1,111,2,failure,no
39,management,single,secondary,no,4278,yes,no,cellular,19,nov,43,1,111,2,other,no
32,services,divorced,secondary,no,1156,yes,no,cellular,19,nov,81,1,182,1,failure,no
39,management,single,tertiary,no,1682,yes,no,cellular,19,nov,147,1,170,1,failure,no
31,management,single,tertiary,no,3625,yes,no,cellular,19,nov,112,1,180,2,failure,no
32,blue-collar,single,secondary,no,1721,yes,no,cellular,19,nov,184,2,182,2,failure,no
45,management,married,secondary,no,38,yes,no,cellular,19,nov,159,1,188,2,failure,no
33,management,single,tertiary,no,541,yes,yes,cellular,19,nov,140,1,182,1,failure,no
30,management,single,tertiary,no,54,yes,yes,cellular,19,nov,192,1,177,3,failure,no
31,management,married,tertiary,no,4924,yes,no,cellular,19,nov,316,1,182,2,failure,no
54,management,married,tertiary,no,6525,yes,no,cellular,19,nov,133,1,170,3,failure,no
33,management,married,tertiary,no,3696,no,no,cellular,19,nov,305,1,182,3,failure,no
48,unemployed,married,secondary,no,1811,yes,no,telephone,19,nov,137,4,111,3,failure,no
33,management,married,tertiary,no,0,yes,no,cellular,19,nov,295,1,170,1,failure,no
31,blue-collar,single,secondary,no,-366,yes,no,cellular,19,nov,313,1,180,1,other,no
32,blue-collar,married,secondary,no,2089,yes,no,cellular,19,nov,192,1,5,1,success,no
40,management,married,tertiary,no,12409,yes,no,cellular,19,nov,140,1,99,2,failure,no
52,retired,married,secondary,no,424,no,no,cellular,19,nov,143,1,154,3,failure,no
31,technician,single,secondary,no,1186,yes,no,cellular,19,nov,174,1,180,1,failure,no
35,management,married,tertiary,no,2801,yes,no,cellular,19,nov,70,2,111,2,failure,no
32,management,single,tertiary,no,2667,yes,no,cellular,19,nov,197,1,99,2,success,no
30,admin.,single,secondary,no,382,yes,no,cellular,19,nov,369,1,191,1,failure,no
31,blue-collar,married,primary,no,4728,yes,no,cellular,19,nov,114,1,183,3,other,no
32,entrepreneur,married,tertiary,no,964,yes,no,cellular,19,nov,130,1,120,2,failure,no
36,self-employed,married,secondary,no,189,yes,no,cellular,19,nov,136,1,120,1,failure,no
40,services,married,secondary,no,961,no,yes,cellular,19,nov,589,1,133,4,other,no
52,self-employed,married,secondary,no,-201,no,yes,cellular,19,nov,905,1,133,2,failure,no
45,management,divorced,secondary,no,644,yes,no,cellular,19,nov,418,1,168,1,success,yes
37,services,single,secondary,no,50,no,no,cellular,19,nov,244,1,154,8,other,no
36,admin.,single,tertiary,no,649,no,no,cellular,19,nov,224,1,111,1,other,no
43,management,married,tertiary,no,13044,no,no,cellular,19,nov,215,1,93,4,failure,no
35,management,divorced,tertiary,no,771,yes,yes,cellular,19,nov,110,1,93,5,failure,no
30,management,married,tertiary,no,86,yes,yes,cellular,19,nov,155,1,97,2,other,no
39,technician,married,secondary,no,3494,yes,no,cellular,19,nov,139,1,92,4,failure,no
37,self-employed,married,tertiary,no,804,yes,no,cellular,19,nov,94,1,170,1,other,no
49,management,married,tertiary,no,6613,no,no,cellular,19,nov,106,1,155,3,failure,no
30,blue-collar,divorced,secondary,no,4591,yes,no,cellular,19,nov,89,1,175,1,other,no
34,blue-collar,married,secondary,no,360,yes,no,telephone,19,nov,46,1,182,2,failure,no
33,technician,married,secondary,no,1234,no,no,cellular,19,nov,109,1,10,1,failure,no
45,technician,divorced,secondary,no,1309,yes,no,cellular,19,nov,298,1,170,2,failure,no
30,management,single,tertiary,no,234,yes,no,cellular,19,nov,206,1,169,2,failure,no
32,unemployed,single,tertiary,no,1611,yes,no,cellular,19,nov,175,1,180,2,failure,no
31,blue-collar,married,secondary,no,1570,yes,yes,cellular,19,nov,133,2,180,1,other,no
40,self-employed,married,tertiary,no,2977,yes,no,cellular,19,nov,375,1,125,1,failure,no
46,blue-collar,married,secondary,no,15,yes,yes,cellular,19,nov,46,2,91,3,failure,no
30,blue-collar,single,secondary,yes,447,no,no,cellular,19,nov,426,2,189,6,failure,no
34,blue-collar,married,primary,no,2490,yes,no,cellular,19,nov,185,2,180,1,failure,no
46,self-employed,married,tertiary,no,2421,no,no,cellular,19,nov,1084,1,100,4,failure,yes
40,blue-collar,married,primary,no,4608,yes,no,telephone,19,nov,111,2,156,1,failure,no
53,retired,married,tertiary,no,1452,no,yes,cellular,19,nov,442,2,113,3,failure,no
46,technician,divorced,secondary,no,-26,yes,yes,cellular,19,nov,201,1,113,2,other,no
38,technician,married,secondary,no,4030,yes,no,cellular,19,nov,75,2,177,5,failure,no
43,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015,1,198,2,other,yes
32,technician,divorced,secondary,no,18,no,no,telephone,19,nov,20,1,177,1,failure,no
40,student,married,secondary,no,260,no,no,cellular,19,nov,52,1,152,6,failure,no
35,self-employed,single,tertiary,no,538,yes,yes,cellular,19,nov,308,1,195,9,failure,no
32,technician,married,secondary,no,524,no,no,cellular,19,nov,100,1,106,1,failure,no
33,self-employed,married,tertiary,no,-103,yes,no,cellular,19,nov,149,2,175,1,failure,no
33,management,single,tertiary,no,201,yes,no,cellular,19,nov,171,1,183,1,failure,no
39,housemaid,married,secondary,no,1444,no,no,cellular,19,nov,100,1,117,8,success,no
46,blue-collar,married,secondary,no,9347,yes,no,cellular,19,nov,138,1,117,1,other,no
44,services,married,primary,no,1161,yes,no,cellular,19,nov,402,1,184,5,failure,no
59,housemaid,married,primary,no,935,yes,no,cellular,19,nov,103,3,166,2,failure,no
45,management,single,secondary,no,142,no,yes,cellular,19,nov,258,1,105,4,failure,no
37,blue-collar,married,secondary,no,1165,yes,no,cellular,19,nov,62,3,190,4,success,no
58,blue-collar,divorced,primary,no,8218,yes,no,cellular,19,nov,141,2,111,10,failure,no
33,technician,single,tertiary,no,149,yes,no,cellular,19,nov,424,2,182,1,other,yes
42,self-employed,married,secondary,no,3211,no,no,cellular,19,nov,87,2,111,1,failure,no
50,technician,married,secondary,no,3149,yes,no,cellular,19,nov,69,1,190,1,other,no
41,housemaid,single,secondary,no,2184,no,no,cellular,19,nov,98,1,153,2,failure,no
40,unemployed,married,secondary,no,0,yes,no,cellular,19,nov,332,1,183,1,failure,no
43,technician,divorced,secondary,no,6835,no,no,cellular,19,nov,187,1,152,2,failure,no
44,technician,single,secondary,no,1195,yes,no,cellular,19,nov,187,6,188,9,failure,no
58,blue-collar,married,primary,no,630,yes,no,cellular,19,nov,59,1,174,1,failure,no
43,management,married,tertiary,no,1993,no,no,cellular,19,nov,37,1,174,1,failure,no
58,blue-collar,married,secondary,no,590,no,yes,cellular,19,nov,136,1,167,1,failure,no
39,management,married,secondary,no,6012,no,no,telephone,19,nov,140,1,119,2,failure,no
51,blue-collar,married,primary,no,863,no,no,cellular,19,nov,169,1,189,2,other,no
52,blue-collar,married,secondary,no,7225,no,no,cellular,19,nov,205,2,113,2,failure,no
54,self-employed,divorced,tertiary,no,1323,no,no,cellular,19,nov,83,1,152,4,failure,no
41,blue-collar,married,secondary,no,1011,yes,no,cellular,19,nov,113,1,174,4,other,no
53,technician,married,secondary,no,2818,yes,no,cellular,19,nov,131,1,126,7,failure,no
50,blue-collar,divorced,secondary,no,203,yes,no,telephone,19,nov,265,1,127,4,other,no
48,blue-collar,married,secondary,no,-202,yes,yes,cellular,19,nov,565,1,112,4,failure,no
59,retired,married,secondary,no,32948,no,no,cellular,19,nov,243,1,174,2,failure,no
33,entrepreneur,married,secondary,no,2,yes,yes,cellular,19,nov,17,5,198,1,failure,no
44,services,divorced,tertiary,no,2279,no,yes,cellular,19,nov,105,1,146,1,failure,no
52,blue-collar,divorced,primary,no,3990,no,no,cellular,19,nov,1548,1,153,1,other,no
47,admin.,divorced,secondary,no,1939,yes,no,cellular,19,nov,150,1,174,1,failure,no
39,management,married,secondary,no,763,no,no,cellular,19,nov,360,1,153,2,other,no
32,technician,married,tertiary,no,432,yes,no,cellular,19,nov,164,2,195,1,other,no
45,blue-collar,married,secondary,no,2926,yes,yes,cellular,19,nov,482,3,120,2,failure,no
42,management,married,tertiary,no,783,yes,no,cellular,19,nov,77,2,128,3,failure,no
30,blue-collar,married,primary,no,1101,yes,yes,cellular,19,nov,779,2,175,1,failure,no
59,retired,married,secondary,no,2291,no,yes,cellular,19,nov,190,1,128,3,failure,no
46,entrepreneur,married,primary,no,8873,yes,no,cellular,19,nov,172,1,118,2,failure,no
40,technician,married,secondary,no,657,yes,no,cellular,19,nov,178,1,112,2,failure,no
37,blue-collar,married,primary,no,253,yes,no,cellular,19,nov,59,2,153,2,failure,no
33,blue-collar,married,tertiary,no,6138,yes,no,cellular,19,nov,384,1,183,1,failure,no
55,retired,married,secondary,no,3948,no,no,cellular,19,nov,149,1,170,2,failure,no
46,unemployed,divorced,secondary,no,3354,yes,no,cellular,19,nov,522,1,174,1,success,yes
45,self-employed,married,secondary,no,830,no,no,cellular,19,nov,180,1,111,2,failure,no
33,self-employed,single,secondary,no,4,yes,no,cellular,19,nov,136,2,180,2,failure,no
47,unemployed,married,secondary,no,351,yes,yes,cellular,19,nov,174,1,174,1,failure,no
35,blue-collar,married,secondary,no,86,no,no,cellular,19,nov,127,1,111,2,failure,no
40,blue-collar,married,secondary,no,4853,no,no,cellular,19,nov,259,1,111,2,failure,no
38,technician,single,secondary,no,884,yes,yes,cellular,19,nov,295,1,111,2,failure,no
59,retired,married,primary,no,741,no,no,cellular,19,nov,194,2,152,2,failure,no
34,housemaid,married,tertiary,no,4958,yes,no,cellular,19,nov,175,1,183,1,failure,no
46,entrepreneur,single,tertiary,no,1410,yes,no,cellular,19,nov,93,1,189,8,failure,no
36,self-employed,married,tertiary,no,16430,yes,no,cellular,19,nov,234,1,166,3,failure,no
38,blue-collar,married,primary,no,190,yes,no,telephone,19,nov,623,1,175,1,other,yes
52,self-employed,divorced,secondary,no,1291,yes,no,cellular,19,nov,559,1,169,2,failure,no
30,entrepreneur,married,secondary,no,946,yes,no,cellular,19,nov,1065,1,183,1,other,no
57,blue-collar,married,secondary,no,5935,yes,yes,cellular,19,nov,90,2,198,1,failure,no
35,admin.,married,secondary,no,3187,yes,no,cellular,19,nov,171,2,183,1,failure,no
59,management,married,primary,no,2769,yes,no,cellular,19,nov,104,1,131,2,failure,no
33,blue-collar,married,primary,no,3512,yes,no,cellular,19,nov,251,1,183,2,failure,no
56,services,married,primary,no,444,yes,no,cellular,19,nov,88,1,166,1,failure,no
38,management,married,tertiary,no,5432,yes,yes,cellular,19,nov,408,1,183,1,failure,no
40,admin.,married,secondary,no,67,no,yes,cellular,19,nov,359,2,152,5,failure,no
37,blue-collar,married,primary,no,3574,yes,no,cellular,19,nov,178,1,170,2,failure,no
36,admin.,single,tertiary,no,2622,no,no,cellular,19,nov,640,1,127,5,failure,no
50,management,married,secondary,no,2910,no,no,telephone,19,nov,433,1,113,1,failure,no
38,blue-collar,married,primary,no,2240,yes,no,cellular,19,nov,551,1,183,1,failure,no
55,unemployed,married,secondary,no,4733,yes,no,cellular,19,nov,70,1,174,2,other,no
37,technician,married,secondary,no,5902,yes,no,cellular,19,nov,191,1,180,4,failure,no
34,admin.,married,tertiary,no,899,yes,no,telephone,19,nov,377,3,7,4,success,no
50,admin.,married,secondary,no,167,no,yes,cellular,19,nov,47,1,133,1,failure,no
56,admin.,divorced,secondary,no,-429,no,yes,cellular,19,nov,120,2,119,4,failure,no
43,management,married,primary,no,8167,yes,no,telephone,19,nov,202,2,184,2,failure,no
40,blue-collar,married,secondary,no,1708,yes,no,cellular,19,nov,382,2,174,1,other,no
34,management,married,tertiary,no,1006,yes,no,cellular,19,nov,783,3,195,2,other,yes
37,management,single,tertiary,no,5340,yes,no,cellular,19,nov,101,2,104,4,failure,no
53,blue-collar,single,secondary,no,2430,yes,yes,cellular,19,nov,73,2,145,3,failure,no
46,technician,divorced,secondary,no,111,yes,no,cellular,19,nov,178,3,183,2,other,no
40,admin.,single,secondary,no,664,no,no,cellular,19,nov,188,2,121,2,success,no
50,management,married,tertiary,no,-470,yes,no,cellular,19,nov,130,2,160,1,failure,no
30,management,married,tertiary,no,2451,yes,no,cellular,19,nov,191,2,175,1,failure,no
58,retired,divorced,primary,no,2538,yes,no,cellular,19,nov,680,2,111,6,failure,yes
54,retired,married,secondary,no,2626,no,no,cellular,19,nov,221,2,190,2,failure,no
47,blue-collar,married,secondary,no,3696,yes,no,cellular,19,nov,635,3,170,2,failure,no
39,management,married,tertiary,no,12855,yes,no,cellular,19,nov,108,4,173,1,failure,no
39,admin.,married,secondary,no,-982,yes,yes,cellular,19,nov,287,3,117,2,other,no
39,management,single,tertiary,no,633,no,no,cellular,19,nov,105,2,133,3,failure,no
39,blue-collar,married,secondary,no,747,yes,yes,cellular,19,nov,209,2,180,1,other,no
50,blue-collar,married,tertiary,no,1784,no,no,cellular,19,nov,1184,3,160,1,failure,no
39,management,divorced,tertiary,no,1315,yes,no,cellular,19,nov,1337,4,126,1,failure,no
33,management,single,tertiary,no,923,yes,no,cellular,19,nov,1307,3,173,6,failure,no
45,management,married,tertiary,no,7154,yes,no,cellular,19,nov,93,3,111,3,failure,no
59,entrepreneur,married,primary,no,0,no,no,telephone,19,nov,207,2,153,1,failure,no
53,management,married,tertiary,no,2578,no,no,cellular,19,nov,299,4,107,2,failure,no
37,management,married,secondary,no,510,yes,no,cellular,19,nov,67,2,90,6,failure,no
54,self-employed,married,primary,no,277,yes,no,cellular,19,nov,300,5,170,3,failure,no
42,blue-collar,married,primary,no,792,yes,yes,cellular,19,nov,611,2,175,12,other,no
39,management,divorced,tertiary,no,4692,yes,no,telephone,19,nov,214,2,174,2,success,no
39,housemaid,married,secondary,no,4136,yes,no,cellular,19,nov,194,2,170,3,failure,no
31,services,married,secondary,no,395,no,no,telephone,19,nov,196,3,117,3,failure,no
33,management,married,tertiary,no,621,no,no,cellular,19,nov,1435,3,99,5,failure,no
49,blue-collar,married,secondary,no,4259,no,no,cellular,19,nov,146,3,111,7,failure,no
40,management,married,tertiary,no,3352,yes,no,cellular,19,nov,639,2,27,1,success,yes
37,housemaid,divorced,secondary,no,226,no,yes,cellular,19,nov,380,2,167,3,other,no
35,management,married,tertiary,no,552,yes,yes,cellular,19,nov,314,2,124,1,failure,no
35,services,married,primary,no,31,no,yes,cellular,19,nov,131,3,133,3,failure,no
44,blue-collar,married,secondary,no,6491,yes,no,cellular,19,nov,126,2,174,1,failure,no
46,self-employed,divorced,tertiary,no,926,yes,no,cellular,19,nov,168,2,153,1,other,no
45,entrepreneur,married,tertiary,no,3689,yes,no,cellular,19,nov,517,2,187,3,failure,no
44,blue-collar,single,primary,no,1593,yes,no,cellular,19,nov,201,2,174,3,success,no
58,blue-collar,married,secondary,no,1507,yes,yes,cellular,19,nov,255,6,189,1,other,no
37,technician,married,secondary,no,5287,yes,yes,cellular,19,nov,599,4,100,2,failure,no
53,entrepreneur,married,primary,no,1034,yes,no,cellular,19,nov,854,2,170,3,other,no
55,entrepreneur,married,tertiary,no,625,no,no,telephone,20,nov,88,2,147,4,failure,no
38,entrepreneur,married,tertiary,no,898,yes,no,cellular,20,nov,80,5,198,2,failure,no
35,management,married,tertiary,no,867,yes,no,cellular,20,nov,298,2,171,3,success,no
31,management,married,tertiary,no,1224,yes,yes,cellular,20,nov,75,2,119,2,success,no
36,admin.,single,secondary,no,10041,yes,no,cellular,20,nov,91,2,184,1,other,no
44,technician,married,tertiary,no,0,yes,yes,cellular,20,nov,286,6,191,2,failure,no
30,technician,divorced,secondary,no,3100,yes,no,cellular,20,nov,125,1,183,4,failure,no
32,technician,married,secondary,no,344,yes,no,cellular,20,nov,179,1,197,1,failure,no
35,management,divorced,tertiary,no,146,no,no,cellular,20,nov,392,2,106,2,success,no
32,technician,married,tertiary,no,4654,yes,yes,cellular,20,nov,276,1,128,2,failure,yes
34,admin.,single,secondary,no,296,no,no,cellular,20,nov,68,1,136,4,failure,no
55,self-employed,married,secondary,no,12159,yes,no,cellular,20,nov,142,2,174,2,failure,no
38,technician,single,tertiary,no,5122,yes,no,cellular,20,nov,370,1,184,1,failure,no
34,management,single,tertiary,no,673,yes,yes,cellular,20,nov,271,1,184,1,failure,no
37,blue-collar,married,primary,no,8135,yes,no,cellular,20,nov,358,1,184,1,failure,no
30,management,married,tertiary,no,196,no,no,cellular,20,nov,68,1,101,4,other,no
41,blue-collar,married,primary,no,2562,yes,no,cellular,20,nov,157,1,189,4,failure,no
41,management,single,tertiary,no,195,no,no,cellular,20,nov,125,1,167,2,failure,no
34,entrepreneur,married,secondary,no,3119,yes,no,cellular,20,nov,505,1,183,4,failure,no
35,self-employed,single,tertiary,no,935,yes,no,cellular,20,nov,71,1,176,2,failure,no
30,management,married,secondary,no,11391,yes,no,cellular,20,nov,319,1,105,2,other,no
30,blue-collar,married,primary,no,5956,yes,yes,cellular,20,nov,405,1,139,1,failure,no
